# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_652.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 65
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 05:40:00 PST,+2247.99,-174.289,+0,+0,+0,+0
2000-01-01 05:50:00 PST,+2210.16,-225.713,+0,+0,+0,+0
2000-01-01 06:00:00 PST,+2239.24,-190.921,+0,+0,+0,+0
2000-01-01 06:10:00 PST,+2196.57,-225.994,+0,+0,+0,+0
2000-01-01 06:20:00 PST,+2219.62,-207.519,+0,+0,+0,+0
2000-01-01 06:30:00 PST,+2215.55,-215.162,+0,+0,+0,+0
2000-01-01 06:40:00 PST,+2206.77,-209.097,+0,+0,+0,+0
2000-01-01 06:50:00 PST,+2223.86,-199.983,+0,+0,+0,+0
2000-01-01 07:00:00 PST,+2236.39,-187.623,+0,+0,+0,+0
2000-01-01 07:10:00 PST,+2232.2,-193.496,+0,+0,+0,+0
2000-01-01 07:20:00 PST,+2267.21,-170.808,+0,+0,+0,+0
2000-01-01 07:30:00 PST,+2273.5,-150.247,+0,+0,+0,+0
2000-01-01 07:40:00 PST,+2237.14,-176.329,+0,+0,+0,+0
2000-01-01 07:50:00 PST,+2288.93,-140.731,+0,+0,+0,+0
2000-01-01 08:00:00 PST,+2296.75,-153.452,+0,+0,+0,+0
2000-01-01 08:10:00 PST,+2305.07,-133.621,+0,+0,+0,+0
2000-01-01 08:20:00 PST,+2305.73,-112.234,+0,+0,+0,+0
2000-01-01 08:30:00 PST,+2303.48,-129.596,+0,+0,+0,+0
2000-01-01 08:40:00 PST,+2321.11,-120.792,+0,+0,+0,+0
2000-01-01 08:50:00 PST,+2328.56,-111.669,+0,+0,+0,+0
2000-01-01 09:00:00 PST,+2312.08,-105.233,+0,+0,+0,+0
2000-01-01 09:10:00 PST,+2326.06,-113.247,+0,+0,+0,+0
2000-01-01 09:20:00 PST,+2352.86,-93.0589,+0,+0,+0,+0
2000-01-01 09:30:00 PST,+2334.53,-110.074,+0,+0,+0,+0
2000-01-01 09:40:00 PST,+2338.23,-114.769,+0,+0,+0,+0
2000-01-01 09:50:00 PST,+2347.36,-79.8948,+0,+0,+0,+0
2000-01-01 10:00:00 PST,+2350.31,-75.1214,+0,+0,+0,+0
2000-01-01 10:10:00 PST,+2341.19,-105.083,+0,+0,+0,+0
2000-01-01 10:20:00 PST,+2346.32,-96.1678,+0,+0,+0,+0
2000-01-01 10:30:00 PST,+2358.43,-68.1765,+0,+0,+0,+0
2000-01-01 10:40:00 PST,+2352.83,-71.873,+0,+0,+0,+0
2000-01-01 10:50:00 PST,+2361.99,-80.7667,+0,+0,+0,+0
2000-01-01 11:00:00 PST,+2368.8,-65.2876,+0,+0,+0,+0
2000-01-01 11:10:00 PST,+2369.84,-55.4562,+0,+0,+0,+0
2000-01-01 11:20:00 PST,+2354.99,-70.2278,+0,+0,+0,+0
2000-01-01 11:30:00 PST,+2365.08,-60.2335,+0,+0,+0,+0
2000-01-01 11:40:00 PST,+2371.3,-60.0812,+0,+0,+0,+0
2000-01-01 11:50:00 PST,+2352.44,-73.066,+0,+0,+0,+0
2000-01-01 12:00:00 PST,+2348.91,-66.9235,+0,+0,+0,+0
2000-01-01 12:10:00 PST,+2368.88,-52.9915,+0,+0,+0,+0
2000-01-01 12:20:00 PST,+2365.16,-64.2512,+0,+0,+0,+0
2000-01-01 12:30:00 PST,+2376.34,-49.3321,+0,+0,+0,+0
2000-01-01 12:40:00 PST,+2375.49,-50.0388,+0,+0,+0,+0
2000-01-01 12:50:00 PST,+2364.75,-60.0573,+0,+0,+0,+0
2000-01-01 13:00:00 PST,+2361.71,-72.1984,+0,+0,+0,+0
2000-01-01 13:10:00 PST,+2361.18,-74.6211,+0,+0,+0,+0
2000-01-01 13:20:00 PST,+2358.91,-77.9645,+0,+0,+0,+0
2000-01-01 13:30:00 PST,+2357.05,-97.3475,+0,+0,+0,+0
2000-01-01 13:40:00 PST,+2348.36,-93.7761,+0,+0,+0,+0
2000-01-01 13:50:00 PST,+2341.65,-103.038,+0,+0,+0,+0
2000-01-01 14:00:00 PST,+2324.43,-136.423,+0,+0,+0,+0
2000-01-01 14:10:00 PST,+2326.88,-124.628,+0,+0,+0,+0
2000-01-01 14:20:00 PST,+2311.27,-125.773,+0,+0,+0,+0
2000-01-01 14:30:00 PST,+2317.15,-119.23,+0,+0,+0,+0
2000-01-01 14:40:00 PST,+2319.95,-137.425,+0,+0,+0,+0
2000-01-01 14:50:00 PST,+2321.9,-132.766,+0,+0,+0,+0
2000-01-01 15:00:00 PST,+2329.25,-117.474,+0,+0,+0,+0
2000-01-01 15:10:00 PST,+2305.62,-132.371,+0,+0,+0,+0
2000-01-01 15:20:00 PST,+2315.17,-136.438,+0,+0,+0,+0
2000-01-01 15:30:00 PST,+2312.34,-132.959,+0,+0,+0,+0
2000-01-01 15:40:00 PST,+2309.83,-112.818,+0,+0,+0,+0
2000-01-01 15:50:00 PST,+2305.32,-132.335,+0,+0,+0,+0
2000-01-01 16:00:00 PST,+2315.48,-121.706,+0,+0,+0,+0
2000-01-01 16:10:00 PST,+2280.15,-154.376,+0,+0,+0,+0
2000-01-01 16:20:00 PST,+2302.1,-135.556,+0,+0,+0,+0
2000-01-01 16:30:00 PST,+2266.68,-167.862,+0,+0,+0,+0
2000-01-01 16:40:00 PST,+2294.65,-140.554,+0,+0,+0,+0
2000-01-01 16:50:00 PST,+2275.4,-134.69,+0,+0,+0,+0
2000-01-01 17:00:00 PST,+2261.58,-152.142,+0,+0,+0,+0
2000-01-01 17:10:00 PST,+2268.94,-154.752,+0,+0,+0,+0
2000-01-01 17:20:00 PST,+2244.06,-144.977,+0,+0,+0,+0
2000-01-01 17:30:00 PST,+2263.44,-145.723,+0,+0,+0,+0
2000-01-01 17:40:00 PST,+2278.49,-139.076,+0,+0,+0,+0
2000-01-01 17:50:00 PST,+2228.76,-162.733,+0,+0,+0,+0
2000-01-01 18:00:00 PST,+2264.2,-143.529,+0,+0,+0,+0
2000-01-01 18:10:00 PST,+2244.98,-150.529,+0,+0,+0,+0
2000-01-01 18:20:00 PST,+2246.02,-163.674,+0,+0,+0,+0
2000-01-01 18:30:00 PST,+2275.03,-138.355,+0,+0,+0,+0
2000-01-01 18:40:00 PST,+2252.96,-154.385,+0,+0,+0,+0
2000-01-01 18:50:00 PST,+2249.3,-148.703,+0,+0,+0,+0
2000-01-01 19:00:00 PST,+2257.73,-145.907,+0,+0,+0,+0
2000-01-01 19:10:00 PST,+2251.45,-152.335,+0,+0,+0,+0
2000-01-01 19:20:00 PST,+2255.68,-164.167,+0,+0,+0,+0
2000-01-01 19:30:00 PST,+2261.5,-155.851,+0,+0,+0,+0
2000-01-01 19:40:00 PST,+2255.42,-150.103,+0,+0,+0,+0
2000-01-01 19:50:00 PST,+2267.77,-125.87,+0,+0,+0,+0
2000-01-01 20:00:00 PST,+2265.31,-159.355,+0,+0,+0,+0
2000-01-01 20:10:00 PST,+2231.12,-175.034,+0,+0,+0,+0
2000-01-01 20:20:00 PST,+2249.06,-148.848,+0,+0,+0,+0
2000-01-01 20:30:00 PST,+2268.66,-144.462,+0,+0,+0,+0
2000-01-01 20:40:00 PST,+2270.61,-141.856,+0,+0,+0,+0
2000-01-01 20:50:00 PST,+2278.19,-126.531,+0,+0,+0,+0
2000-01-01 21:00:00 PST,+2273.17,-145.796,+0,+0,+0,+0
2000-01-01 21:10:00 PST,+2268.62,-142.417,+0,+0,+0,+0
2000-01-01 21:20:00 PST,+2254.48,-143.299,+0,+0,+0,+0
2000-01-01 21:30:00 PST,+2289.84,-131.66,+0,+0,+0,+0
2000-01-01 21:40:00 PST,+2297.88,-129.207,+0,+0,+0,+0
2000-01-01 21:50:00 PST,+2267.38,-147.208,+0,+0,+0,+0
2000-01-01 22:00:00 PST,+2288.61,-121.24,+0,+0,+0,+0
2000-01-01 22:10:00 PST,+2279.63,-147.165,+0,+0,+0,+0
2000-01-01 22:20:00 PST,+2292.7,-139.612,+0,+0,+0,+0
2000-01-01 22:30:00 PST,+2287.85,-130.781,+0,+0,+0,+0
2000-01-01 22:40:00 PST,+2289.82,-128.39,+0,+0,+0,+0
2000-01-01 22:50:00 PST,+2310.63,-125.601,+0,+0,+0,+0
2000-01-01 23:00:00 PST,+2315.85,-127.466,+0,+0,+0,+0
2000-01-01 23:10:00 PST,+2296.18,-122.017,+0,+0,+0,+0
2000-01-01 23:20:00 PST,+2300.3,-126.373,+0,+0,+0,+0
2000-01-01 23:30:00 PST,+2322.42,-105.08,+0,+0,+0,+0
2000-01-01 23:40:00 PST,+2318.96,-102.419,+0,+0,+0,+0
2000-01-01 23:50:00 PST,+2303.66,-122.673,+0,+0,+0,+0
