# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_630.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... meter 57
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 03:10:00 PST,+2412.1,-18.6695,-1208.66,-2091.21,-1197.97,+2095.16
2000-01-01 03:20:00 PST,+2411.69,-17.9606,-1208.05,-2090.33,-1199.55,+2094.68
2000-01-01 03:30:00 PST,+2413.83,-17.9547,-1209.14,-2091.51,-1199.34,+2096.12
2000-01-01 03:40:00 PST,+2414.03,-17.6285,-1208.33,-2092.54,-1201.09,+2095.99
2000-01-01 03:50:00 PST,+2414.11,-18.0171,-1209.39,-2092.13,-1200.05,+2096.48
2000-01-01 04:00:00 PST,+2414.86,-19.3324,-1210.24,-2093.45,-1201.46,+2097.6
2000-01-01 04:10:00 PST,+2415.41,-18.3528,-1210.36,-2093.2,-1200.77,+2097.76
2000-01-01 04:20:00 PST,+2416.16,-17.8932,-1210.29,-2093.81,-1199.97,+2097.86
2000-01-01 04:30:00 PST,+2413.71,-18.5539,-1209.63,-2091.62,-1200.1,+2096.66
2000-01-01 04:40:00 PST,+2414,-18.2438,-1209.64,-2091.76,-1199.35,+2096.66
2000-01-01 04:50:00 PST,+2411.26,-19.7328,-1208.92,-2088.28,-1198.6,+2094.27
2000-01-01 05:00:00 PST,+2410.21,-20.2096,-1208.74,-2087.12,-1196.52,+2093.43
2000-01-01 05:10:00 PST,+2409.09,-22.2217,-1209.81,-2085.5,-1197.16,+2093.38
2000-01-01 05:20:00 PST,+2409.23,-22.1575,-1209.36,-2086.49,-1197.19,+2093.54
2000-01-01 05:30:00 PST,+2409.11,-22.8984,-1210.72,-2085.72,-1195.81,+2094.39
2000-01-01 05:40:00 PST,+2409.67,-22.5329,-1211.71,-2084.37,-1195.31,+2094.5
2000-01-01 05:50:00 PST,+2407.95,-25.0389,-1211.29,-2084.86,-1194.91,+2094.57
2000-01-01 06:00:00 PST,+2408.9,-23.1321,-1211.31,-2084.16,-1195.23,+2093.71
2000-01-01 06:10:00 PST,+2407.66,-25.1515,-1211.62,-2083.82,-1195.39,+2093.79
2000-01-01 06:20:00 PST,+2406.63,-23.8814,-1211.04,-2083.04,-1194.29,+2093.03
2000-01-01 06:30:00 PST,+2403.27,-24.1314,-1208.79,-2081,-1192.34,+2090.3
2000-01-01 06:40:00 PST,+2403.1,-24.231,-1208.95,-2080.27,-1193.01,+2090.19
2000-01-01 06:50:00 PST,+2402.21,-23.3226,-1207.72,-2079.16,-1192.64,+2088.26
2000-01-01 07:00:00 PST,+2403.43,-22.5232,-1207.12,-2080.23,-1193.92,+2088.54
2000-01-01 07:10:00 PST,+2403.12,-22.5474,-1206.44,-2081.04,-1194.44,+2088.43
2000-01-01 07:20:00 PST,+2403.23,-21.1204,-1205.64,-2081.44,-1193.29,+2088.41
2000-01-01 07:30:00 PST,+2402.49,-19.9483,-1204.07,-2081.13,-1195.03,+2087.32
2000-01-01 07:40:00 PST,+2401.36,-21.1365,-1203.79,-2081.46,-1195.93,+2087.26
2000-01-01 07:50:00 PST,+2403.75,-19.3339,-1203.63,-2082.37,-1195.91,+2088.08
2000-01-01 08:00:00 PST,+2407.54,-18.916,-1205.2,-2086.77,-1197.33,+2090.64
2000-01-01 08:10:00 PST,+2407.98,-17.9628,-1205.24,-2086.68,-1197.77,+2090.68
2000-01-01 08:20:00 PST,+2410.83,-17.3195,-1207.39,-2088.17,-1199.24,+2093.2
2000-01-01 08:30:00 PST,+2411.49,-17.3746,-1206.93,-2090.58,-1200.3,+2093.8
2000-01-01 08:40:00 PST,+2411.8,-16.9146,-1207.09,-2090.53,-1199.41,+2093.83
2000-01-01 08:50:00 PST,+2410.85,-16.0645,-1206.03,-2090.06,-1199.62,+2092.6
2000-01-01 09:00:00 PST,+2409.71,-16.0339,-1205.54,-2088.79,-1200.36,+2091.75
2000-01-01 09:10:00 PST,+2409.74,-15.9004,-1204.66,-2090.12,-1200.02,+2091.88
2000-01-01 09:20:00 PST,+2412.34,-15.4317,-1206.15,-2090.3,-1199.56,+2093.3
2000-01-01 09:30:00 PST,+2410.23,-16.0498,-1205,-2089.71,-1199.7,+2092.14
2000-01-01 09:40:00 PST,+2410.22,-15.763,-1204.29,-2090.74,-1199.93,+2092
2000-01-01 09:50:00 PST,+2410.38,-14.519,-1204.14,-2090.12,-1200.74,+2091.92
2000-01-01 10:00:00 PST,+2411.7,-14.3233,-1204.03,-2091.55,-1202.25,+2093.09
2000-01-01 10:10:00 PST,+2411.13,-15.2616,-1203.43,-2092.55,-1201.86,+2093.04
2000-01-01 10:20:00 PST,+2409.19,-14.6947,-1202.76,-2090.29,-1200.3,+2090.78
2000-01-01 10:30:00 PST,+2409.41,-13.6716,-1202.37,-2089.65,-1201.23,+2090.58
2000-01-01 10:40:00 PST,+2409.29,-13.8153,-1202.24,-2089.78,-1201.19,+2090.51
2000-01-01 10:50:00 PST,+2408.96,-13.8723,-1201.3,-2090.8,-1200.89,+2090.68
2000-01-01 11:00:00 PST,+2409.08,-13.3196,-1201.6,-2089.78,-1200.66,+2090.15
2000-01-01 11:10:00 PST,+2409.35,-12.775,-1201.5,-2089.92,-1201.54,+2090.07
2000-01-01 11:20:00 PST,+2405.99,-13.3966,-1200.02,-2087.53,-1199.87,+2087.56
2000-01-01 11:30:00 PST,+2405.5,-12.7177,-1199.28,-2087.49,-1199.74,+2087.1
2000-01-01 11:40:00 PST,+2405.58,-12.5526,-1199.1,-2087.81,-1199.54,+2087.12
2000-01-01 11:50:00 PST,+2404.01,-13.3015,-1198.47,-2087.41,-1199.71,+2086.74
2000-01-01 12:00:00 PST,+2404.15,-13.0063,-1199.41,-2086.81,-1199.32,+2086.61
2000-01-01 12:10:00 PST,+2404.69,-11.912,-1198.92,-2087.57,-1199.53,+2086.6
2000-01-01 12:20:00 PST,+2405.94,-12.6755,-1199.31,-2087.84,-1199.91,+2087.06
2000-01-01 12:30:00 PST,+2407.15,-11.876,-1199.87,-2089.36,-1200.71,+2088.46
2000-01-01 12:40:00 PST,+2407.12,-12.0164,-1200.09,-2089.03,-1200.25,+2088.5
2000-01-01 12:50:00 PST,+2409.03,-13.0534,-1201.06,-2090.36,-1201.99,+2090.43
2000-01-01 13:00:00 PST,+2409.85,-13.1239,-1201.78,-2092.26,-1202.18,+2091.73
2000-01-01 13:10:00 PST,+2409.7,-13.5991,-1202.27,-2091.64,-1201.38,+2091.87
2000-01-01 13:20:00 PST,+2411.56,-13.7892,-1203.36,-2092.9,-1202.38,+2093.29
2000-01-01 13:30:00 PST,+2412.16,-14.7168,-1203.85,-2094.07,-1202.01,+2094.59
2000-01-01 13:40:00 PST,+2412.14,-15.1342,-1204.58,-2093.21,-1202.15,+2094.71
2000-01-01 13:50:00 PST,+2412.5,-15.5998,-1205.68,-2092.77,-1201.83,+2094.69
2000-01-01 14:00:00 PST,+2413.8,-17.6873,-1206.43,-2093.65,-1202.22,+2096.15
2000-01-01 14:10:00 PST,+2413.99,-17.2724,-1206.73,-2093.23,-1202.22,+2096.18
2000-01-01 14:20:00 PST,+2413.7,-17.7616,-1207.78,-2092.63,-1202.12,+2096.6
2000-01-01 14:30:00 PST,+2416.94,-17.4034,-1209.66,-2094.95,-1203.07,+2099.23
2000-01-01 14:40:00 PST,+2416.56,-17.824,-1208.94,-2096.03,-1202.75,+2099.13
2000-01-01 14:50:00 PST,+2418.91,-17.8998,-1202.65,-2083.98,-1196.53,+2087.67
2000-01-01 15:00:00 PST,+2420.2,-17.0634,-1202.9,-2085.91,-1197.19,+2089.26
2000-01-01 15:10:00 PST,+2404.57,-17.7886,-1202.77,-2085.82,-1196.42,+2089.26
2000-01-01 15:20:00 PST,+2406.35,-17.151,-1203.06,-2088.38,-1197.42,+2090.41
2000-01-01 15:30:00 PST,+2406.62,-17.8653,-1203.8,-2087.18,-1197.51,+2090.79
2000-01-01 15:40:00 PST,+2406.89,-17.4463,-1204.4,-2086.05,-1198.04,+2090.78
2000-01-01 15:50:00 PST,+2404.71,-17.7307,-1203.32,-2085.6,-1195.9,+2089.43
2000-01-01 16:00:00 PST,+2402.65,-16.9932,-1202.2,-2083.6,-1194.61,+2087.27
2000-01-01 16:10:00 PST,+2401.6,-18.6159,-1201.96,-2084,-1195.39,+2087.18
2000-01-01 16:20:00 PST,+2400.93,-18.4438,-1201.28,-2082.46,-1193.87,+2086.71
2000-01-01 16:30:00 PST,+2399.31,-19.9204,-1200.81,-2081.63,-1194.83,+2085.72
2000-01-01 16:40:00 PST,+2399.82,-19.0853,-1201.79,-2080.19,-1192.71,+2085.81
2000-01-01 16:50:00 PST,+2391.46,-19.3136,-1198.19,-2072.52,-1188.99,+2078.9
2000-01-01 17:00:00 PST,+2386.21,-19.7605,-1194.89,-2069.21,-1187.24,+2074.76
2000-01-01 17:10:00 PST,+2386.28,-19.8349,-1194.7,-2069.6,-1186.8,+2074.86
2000-01-01 17:20:00 PST,+2381.04,-20.8257,-1192.79,-2062.63,-1185.87,+2070.28
2000-01-01 17:30:00 PST,+2372.34,-20.3401,-1187.39,-2055.72,-1179.79,+2062.37
2000-01-01 17:40:00 PST,+2387.34,-20.2903,-1195.13,-2068.11,-1187.53,+2075.35
2000-01-01 17:50:00 PST,+2380.54,-22.7259,-1191.85,-2062.83,-1186.41,+2071.43
2000-01-01 18:00:00 PST,+2381.63,-21.0685,-1192.19,-2064.34,-1184.94,+2072.45
2000-01-01 18:10:00 PST,+2381.23,-21.9367,-1192.46,-2063.86,-1185.78,+2072.54
2000-01-01 18:20:00 PST,+2382.34,-22.2215,-1192.81,-2065.86,-1186.01,+2073.79
2000-01-01 18:30:00 PST,+2384.57,-20.2843,-1193.77,-2067.45,-1185.83,+2074.82
2000-01-01 18:40:00 PST,+2384.01,-21.1654,-1193.72,-2067.35,-1186.65,+2074.68
2000-01-01 18:50:00 PST,+2383.67,-20.9457,-1193.87,-2066.51,-1187.08,+2074.01
2000-01-01 19:00:00 PST,+2383.51,-20.7752,-1193.87,-2065.69,-1185.87,+2073.34
2000-01-01 19:10:00 PST,+2383.34,-20.9866,-1193.96,-2065.79,-1185.76,+2073.27
2000-01-01 19:20:00 PST,+2386.12,-21.2161,-1195.12,-2069.22,-1186.91,+2076.09
2000-01-01 19:30:00 PST,+2386.78,-21.1156,-1194.97,-2069,-1187.51,+2076.11
2000-01-01 19:40:00 PST,+2386.75,-21.2053,-1195.23,-2068.62,-1187.97,+2076.17
2000-01-01 19:50:00 PST,+2385.2,-20.2716,-1195.11,-2066,-1186.17,+2074.62
2000-01-01 20:00:00 PST,+2385.5,-20.79,-1194.36,-2068.73,-1186.21,+2075.07
2000-01-01 20:10:00 PST,+2384.75,-22.1033,-1194.66,-2067.96,-1187.25,+2075.1
2000-01-01 20:20:00 PST,+2388.7,-21.2814,-1196.95,-2068.87,-1188.72,+2077.27
2000-01-01 20:30:00 PST,+2390.46,-20.4217,-1197.16,-2072.34,-1189.18,+2079.33
2000-01-01 20:40:00 PST,+2390.53,-20.194,-1197.03,-2072.44,-1189.4,+2079.24
2000-01-01 20:50:00 PST,+2392.14,-18.965,-1198.1,-2073.22,-1189.74,+2079.58
2000-01-01 21:00:00 PST,+2391.67,-19.4244,-1197.42,-2074.21,-1189.85,+2079.54
2000-01-01 21:10:00 PST,+2391.67,-19.3899,-1197.36,-2074.21,-1190.3,+2079.52
2000-01-01 21:20:00 PST,+2393.88,-19.952,-1199.26,-2074.99,-1192,+2081.28
2000-01-01 21:30:00 PST,+2397.56,-18.7996,-1199.9,-2078.62,-1192.84,+2083.8
2000-01-01 21:40:00 PST,+2397.63,-18.6379,-1199.99,-2078.49,-1192.01,+2083.82
2000-01-01 21:50:00 PST,+2403.09,-19.9255,-1203.55,-2083.4,-1195.89,+2089.18
2000-01-01 22:00:00 PST,+2406.15,-18.2722,-1204.63,-2085.78,-1197.87,+2091.05
2000-01-01 22:10:00 PST,+2405.53,-19.1071,-1204.11,-2086.72,-1197.63,+2091.08
2000-01-01 22:20:00 PST,+2408.33,-18.4728,-1205.85,-2088.18,-1197.89,+2092.53
2000-01-01 22:30:00 PST,+2409.9,-18.6181,-1207.03,-2088.25,-1198.72,+2093.55
2000-01-01 22:40:00 PST,+2410.05,-18.2107,-1206.51,-2089.03,-1199.72,+2093.5
2000-01-01 22:50:00 PST,+2411.76,-17.4805,-1207.38,-2091.09,-1199.14,+2094.91
2000-01-01 23:00:00 PST,+2417.47,-17.3236,-1209.98,-2096.5,-1202.38,+2099.85
2000-01-01 23:10:00 PST,+2417.26,-17.7604,-1203.09,-2082.27,-1195.3,+2086.69
2000-01-01 23:20:00 PST,+2417.17,-17.5563,-1202.31,-2083.1,-1195.55,+2086.47
2000-01-01 23:30:00 PST,+2417.85,-16.1918,-1202.71,-2083.32,-1195.15,+2086.49
2000-01-01 23:40:00 PST,+2417.79,-16.276,-1202.9,-2082.93,-1195.45,+2086.48
2000-01-01 23:50:00 PST,+2404.92,-16.5455,-1203.62,-2085.92,-1196.22,+2088.51
